,TARGET,DAYS_EMPLOYED,DAYS_ID_PUBLISH,REGION_RATING_CLIENT,REG_CITY_NOT_WORK_CITY,EXT_SOURCE_2,DAYS_LAST_PHONE_CHANGE,CODE_GENDER_F,AMT_CREDIT,AMT_INCOME_TOTAL,AMT_ANNUITY,Client,AGE,Working,Higher_Education
44,0.0,-758.0,-2380.0,2.0,1.0,0.6315186311742824,-556.0,0.0,661702.5,202500.0,48280.5,100051.0,26.923287671232877,1.0,0.0
45,0.0,-895.0,-642.0,2.0,0.0,0.535542260363498,-462.0,1.0,180000.0,90000.0,9000.0,100052.0,21.846575342465755,1.0,0.0
46,0.0,-1213.0,-1993.0,2.0,0.0,0.2476647173356162,-649.0,1.0,305221.5,202500.0,17649.0,100053.0,55.81643835616438,0.0,0.0
47,0.0,-5332.0,-3283.0,2.0,1.0,0.0892406534424171,-1247.0,1.0,260640.0,99000.0,26838.0,100054.0,55.12602739726027,1.0,0.0
48,0.0,-4411.0,-3199.0,3.0,0.0,0.5891866296961207,-784.0,1.0,1350000.0,130500.0,37255.5,100055.0,54.04657534246575,0.0,0.0
49,0.0,-9523.0,-1797.0,2.0,1.0,0.5239340474953537,-1498.0,0.0,1506816.0,360000.0,49927.5,100056.0,50.038356164383565,1.0,0.0
50,0.0,-1176.0,-2576.0,2.0,0.0,0.4508497225560816,0.0,1.0,135000.0,54000.0,6750.0,100058.0,33.989041095890414,0.0,1.0
51,0.0,-6977.0,-1937.0,2.0,0.0,0.7133545848531052,-1285.0,0.0,675000.0,540000.0,34596.0,100059.0,51.04657534246575,0.0,1.0
52,0.0,-778.0,-1992.0,2.0,0.0,0.705947456699447,-466.0,0.0,454500.0,76500.0,14661.0,100060.0,33.64931506849315,1.0,0.0
53,0.0,-1392.0,-1240.0,2.0,1.0,0.7029791046049891,-570.0,1.0,314055.0,225000.0,16164.0,100061.0,28.693150684931506,0.0,1.0
54,0.0,-1213.0,-2142.0,2.0,0.0,0.6628649268152181,-462.0,0.0,675000.0,81000.0,32472.0,100062.0,50.989041095890414,0.0,0.0
55,0.0,-4106.0,-5164.0,2.0,0.0,0.6166372926426479,-1547.0,1.0,837427.5,180000.0,45558.0,100063.0,35.49315068493151,1.0,1.0
56,0.0,-1213.0,-1344.0,2.0,0.0,0.6227082733555896,0.0,1.0,298728.0,67500.0,15381.0,100064.0,59.23561643835617,0.0,0.0
57,0.0,-2351.0,-1721.0,2.0,1.0,0.6091352920795285,-167.0,0.0,247500.0,81000.0,12375.0,100068.0,49.99452054794521,1.0,0.0
58,0.0,-1743.0,-4982.0,2.0,1.0,0.2567370429595146,-112.0,0.0,640458.0,360000.0,27265.5,100069.0,38.865753424657534,1.0,0.0
59,0.0,-2091.0,-566.0,1.0,0.0,0.6535972121081295,-1377.0,0.0,1227901.5,540000.0,46899.0,100070.0,56.28493150684932,1.0,1.0
60,0.0,-2446.0,-2177.0,2.0,0.0,0.5706663563799912,-1572.0,1.0,1663987.5,180000.0,86989.5,100071.0,55.12602739726027,0.0,0.0
61,0.0,-1324.0,-586.0,2.0,0.0,0.0265407750366898,-725.0,0.0,1080000.0,180000.0,44118.0,100072.0,21.663013698630138,1.0,0.0
62,0.0,-1213.0,-3967.0,2.0,0.0,0.7330511930996613,-2385.0,0.0,1130760.0,324000.0,40189.5,100073.0,62.583561643835615,0.0,1.0
63,0.0,-3720.0,-4541.0,2.0,0.0,0.6645439411246608,-280.0,1.0,95940.0,112500.0,10462.5,100075.0,33.534246575342465,1.0,1.0
64,0.0,-2546.0,-4097.0,2.0,0.0,0.5848873555356944,-3.0,0.0,315000.0,180000.0,9679.5,100076.0,37.989041095890414,0.0,0.0
65,0.0,-579.0,-1.0,1.0,0.0,0.6473478219828046,-295.0,0.0,1256400.0,180000.0,40657.5,100077.0,33.010958904109586,0.0,0.0
66,0.0,-4856.0,-3084.0,2.0,0.0,0.5172704004425673,-1594.0,1.0,1035000.0,180000.0,43983.0,100078.0,53.56164383561644,0.0,1.0
67,0.0,-114.0,-2922.0,2.0,1.0,0.5619229565929612,-662.0,0.0,270000.0,225000.0,13500.0,100079.0,42.07945205479452,1.0,0.0
68,0.0,-3154.0,-4143.0,2.0,0.0,0.1238882922844139,-1711.0,1.0,450000.0,157500.0,22500.0,100080.0,32.75616438356165,0.0,0.0
69,0.0,-121.0,-3494.0,2.0,0.0,0.6454384930609306,-2519.0,0.0,450000.0,180000.0,21109.5,100081.0,29.720547945205478,0.0,0.0
70,0.0,-2844.0,-3656.0,2.0,0.0,0.6865047975453018,-1003.0,0.0,450000.0,180000.0,21109.5,100082.0,32.9013698630137,0.0,1.0
71,0.0,-892.0,-4176.0,2.0,0.0,0.7071263161734994,-2053.0,0.0,573628.5,103500.0,24435.0,100083.0,42.20821917808219,1.0,0.0
72,0.0,-1156.0,-1072.0,2.0,0.0,0.5705270507243844,-1475.0,0.0,495351.0,225000.0,26140.5,100084.0,40.71232876712329,1.0,0.0
73,0.0,-2224.0,-3723.0,2.0,0.0,0.3687189849837431,-1175.0,0.0,755190.0,157500.0,28894.5,100085.0,30.649315068493152,1.0,0.0
74,0.0,-2492.0,-4517.0,2.0,0.0,0.5698732368655826,-1597.0,1.0,675000.0,135000.0,21775.5,100086.0,39.07945205479452,0.0,1.0
75,0.0,-2011.0,-988.0,3.0,0.0,0.5720641471414096,-1230.0,1.0,1288350.0,202500.0,37800.0,100087.0,48.06027397260274,1.0,0.0
76,0.0,-4066.0,-2975.0,2.0,0.0,0.5851740300889305,-1537.0,1.0,135000.0,112500.0,6750.0,100088.0,53.33424657534247,0.0,1.0
77,0.0,-2811.0,-2342.0,2.0,0.0,0.5500579930157645,-92.0,0.0,337761.0,135000.0,15781.5,100089.0,26.482191780821918,1.0,0.0
78,0.0,-721.0,-1779.0,2.0,0.0,0.4885999153777029,0.0,1.0,585000.0,94500.0,28273.5,100093.0,50.00821917808219,1.0,0.0
79,0.0,-1213.0,-3442.0,2.0,0.0,0.5827354769124312,-260.0,1.0,113760.0,108000.0,5301.0,100094.0,62.83561643835616,0.0,1.0
80,0.0,-1434.0,-2241.0,3.0,0.0,0.3045061145430549,-1040.0,1.0,135000.0,67500.0,6750.0,100095.0,51.21369863013699,1.0,0.0
81,1.0,-1213.0,-4199.0,2.0,0.0,0.0239523667712844,0.0,1.0,252000.0,81000.0,14593.5,100096.0,67.92876712328767,0.0,0.0
82,0.0,-2442.0,-983.0,2.0,1.0,0.3573422337147276,-371.0,0.0,760225.5,157500.0,30280.5,100097.0,48.01917808219178,1.0,0.0
83,0.0,-924.0,-907.0,2.0,0.0,0.5970811533321667,-617.0,0.0,270000.0,225000.0,13500.0,100098.0,47.64383561643836,1.0,0.0
84,0.0,-1213.0,-793.0,2.0,0.0,0.6605789818593445,0.0,1.0,733315.5,360000.0,41076.0,100099.0,63.1013698630137,0.0,0.0
85,0.0,-1094.0,-4180.0,2.0,1.0,0.495765140717496,-1876.0,0.0,796396.5,202500.0,38443.5,100100.0,43.586301369863016,1.0,1.0
86,0.0,-969.0,-1681.0,1.0,0.0,0.7162122102538987,-1585.0,1.0,343377.0,202500.0,22072.5,100101.0,49.69315068493151,0.0,1.0
87,0.0,-192.0,-5942.0,2.0,0.0,0.6611083077510267,-2.0,1.0,327024.0,126000.0,10264.5,100102.0,39.23561643835617,1.0,0.0
88,0.0,-1694.0,-4013.0,2.0,0.0,0.7180575365896832,0.0,1.0,450000.0,72000.0,16965.0,100103.0,57.84109589041096,1.0,0.0
89,0.0,-862.0,-2045.0,2.0,0.0,0.6446273721560554,-2591.0,1.0,547344.0,90000.0,30690.0,100104.0,50.83835616438356,1.0,0.0
90,0.0,-8862.0,-3043.0,2.0,0.0,0.2547599571469118,-1733.0,1.0,225000.0,193500.0,23755.5,100105.0,54.273972602739725,1.0,0.0
91,0.0,-1415.0,-870.0,2.0,1.0,0.7566679797246073,-546.0,1.0,545040.0,171000.0,31288.5,100108.0,35.013698630136986,1.0,0.0
92,0.0,-741.0,-2381.0,2.0,1.0,0.6405493008893001,0.0,0.0,373140.0,135000.0,25065.0,100110.0,29.435616438356163,0.0,0.0
93,0.0,-1249.0,-3110.0,2.0,0.0,0.608604105963283,-1234.0,1.0,862560.0,112500.0,27954.0,100111.0,28.726027397260275,0.0,0.0
94,1.0,-2015.0,-1038.0,2.0,1.0,0.4323402118056743,-591.0,0.0,953460.0,315000.0,64107.0,100112.0,27.942465753424656,0.0,0.0
95,0.0,-7980.0,-4576.0,2.0,0.0,0.5930185238421518,-1981.0,0.0,135000.0,76500.0,6696.0,100113.0,41.47123287671233,1.0,0.0
96,0.0,-693.0,-1362.0,2.0,1.0,0.1549370735653434,-227.0,1.0,284400.0,135000.0,22599.0,100114.0,29.40821917808219,0.0,1.0
97,0.0,-367.0,-4211.0,2.0,1.0,0.3343001962973505,-40.0,1.0,315000.0,90000.0,14683.5,100115.0,42.11232876712329,1.0,0.0
98,0.0,-6737.0,-4788.0,2.0,1.0,0.7002735745029195,-1083.0,1.0,900000.0,243000.0,32017.5,100116.0,40.413698630136984,1.0,1.0
99,0.0,-1213.0,-4323.0,2.0,0.0,0.6263029188866104,0.0,1.0,675000.0,90000.0,26541.0,100118.0,61.56438356164384,0.0,0.0
100,0.0,-2419.0,-467.0,2.0,0.0,0.5002642944981995,-149.0,1.0,180000.0,54000.0,9000.0,100119.0,30.526027397260275,1.0,0.0
101,0.0,-2953.0,-367.0,2.0,1.0,0.1699529509371729,-17.0,1.0,781920.0,135000.0,28215.0,100120.0,26.438356164383563,1.0,1.0
102,0.0,-669.0,-347.0,3.0,0.0,0.5861504130199274,-319.0,0.0,787131.0,126000.0,26145.0,100121.0,46.02191780821918,1.0,0.0
103,0.0,-2469.0,-596.0,2.0,0.0,0.0472914244045298,-663.0,1.0,808650.0,76500.0,26217.0,100122.0,30.01095890410959,0.0,1.0
104,0.0,-8466.0,-4036.0,3.0,0.0,0.3993660764222056,-1689.0,1.0,675000.0,103500.0,19737.0,100123.0,64.98356164383561,1.0,0.0
105,0.0,-1213.0,-4053.0,1.0,0.0,0.7103178570703124,-1080.0,0.0,448272.0,225000.0,28647.0,100124.0,65.89315068493151,0.0,0.0
106,0.0,-1213.0,-2434.0,2.0,0.0,0.5713305828391398,-1165.0,1.0,263686.5,126000.0,26208.0,100125.0,59.21369863013699,0.0,0.0
107,0.0,-782.0,-3888.0,1.0,1.0,0.7050933282515942,-1091.0,0.0,180000.0,135000.0,9000.0,100126.0,35.342465753424655,1.0,0.0
108,0.0,-1213.0,-1403.0,2.0,0.0,0.6870034445422084,-2279.0,0.0,52128.0,112500.0,5341.5,100127.0,58.46849315068493,0.0,0.0
109,0.0,-225.0,-2104.0,3.0,0.0,0.6102072901939566,0.0,1.0,135000.0,85500.0,6750.0,100129.0,25.794520547945204,1.0,1.0
110,1.0,-267.0,-3190.0,2.0,1.0,0.2820694905045227,-56.0,1.0,723996.0,157500.0,30802.5,100130.0,28.838356164383562,0.0,0.0
111,0.0,-1169.0,-4802.0,1.0,0.0,0.7079724741176917,-734.0,1.0,891072.0,270000.0,45625.5,100131.0,37.89041095890411,0.0,0.0
112,0.0,-968.0,-4456.0,1.0,0.0,0.7112888072636568,-905.0,1.0,1136439.0,202500.0,73611.0,100132.0,64.81095890410958,0.0,0.0
113,0.0,-1043.0,-1882.0,3.0,1.0,0.3167548800416005,-591.0,1.0,384048.0,67500.0,18810.0,100133.0,25.224657534246575,1.0,0.0
114,0.0,-465.0,-1666.0,2.0,0.0,0.7492408359410063,0.0,1.0,180000.0,202500.0,9000.0,100134.0,27.63013698630137,0.0,0.0
115,0.0,-215.0,-3368.0,2.0,1.0,0.7206401576263843,-1209.0,0.0,391194.0,135000.0,26271.0,100135.0,54.326027397260276,0.0,0.0
116,0.0,-239.0,-4321.0,1.0,0.0,0.6820166294931829,-2397.0,0.0,1571931.0,157500.0,49356.0,100136.0,43.6958904109589,0.0,0.0
117,0.0,-1213.0,-2556.0,3.0,0.0,0.0867193865852445,0.0,1.0,891072.0,225000.0,45625.5,100137.0,55.57260273972603,0.0,0.0
118,0.0,-1213.0,-4620.0,1.0,0.0,0.6075618184170141,-242.0,0.0,824823.0,135000.0,29223.0,100138.0,39.28493150684932,0.0,1.0
119,0.0,-2305.0,-4955.0,2.0,1.0,0.6014083651352106,-1868.0,1.0,302341.5,157500.0,24016.5,100139.0,36.4,1.0,0.0
120,0.0,-802.0,-505.0,2.0,1.0,0.7158609528990171,-120.0,1.0,675000.0,157500.0,33750.0,100140.0,25.268493150684932,0.0,1.0
121,0.0,-5387.0,-4540.0,2.0,1.0,0.0648582778736916,-1759.0,0.0,579195.0,360000.0,27994.5,100142.0,36.654794520547945,0.0,1.0
122,0.0,-3420.0,-4802.0,2.0,0.0,0.6781247611812603,-1499.0,0.0,270000.0,162000.0,13500.0,100143.0,62.68767123287671,0.0,1.0
123,0.0,-4560.0,-296.0,2.0,0.0,0.6116366959675879,-1282.0,1.0,535500.0,112500.0,30028.5,100144.0,45.915068493150685,1.0,0.0
124,0.0,-4375.0,-1494.0,2.0,0.0,0.7464864055627681,-1782.0,1.0,260725.5,202500.0,16789.5,100145.0,44.608219178082194,1.0,0.0
125,0.0,-1213.0,-4047.0,2.0,0.0,0.2823264042190451,-909.0,0.0,327024.0,117000.0,12456.0,100146.0,62.9013698630137,0.0,0.0
126,0.0,-2832.0,-3970.0,2.0,0.0,0.4109070009841619,-1198.0,1.0,518562.0,135000.0,22099.5,100147.0,44.224657534246575,1.0,0.0
127,0.0,-8647.0,-4259.0,2.0,0.0,0.6605593694772599,-2415.0,1.0,755190.0,247500.0,36459.0,100148.0,44.76712328767123,0.0,0.0
128,0.0,-481.0,-1639.0,2.0,0.0,0.1644631394414229,-395.0,0.0,539590.5,171000.0,26374.5,100149.0,25.213698630136985,1.0,0.0
129,0.0,-1451.0,-66.0,2.0,0.0,0.6952191372191353,-398.0,0.0,182016.0,135000.0,11772.0,100151.0,45.26575342465753,0.0,1.0
130,0.0,-2764.0,-4654.0,2.0,0.0,0.1654420733377721,-1761.0,1.0,254412.0,157500.0,9720.0,100152.0,44.06301369863014,1.0,0.0
131,0.0,-1895.0,-1947.0,2.0,0.0,0.6680204349150283,-1192.0,0.0,1107981.0,202500.0,32526.0,100153.0,50.446575342465756,1.0,0.0
132,0.0,-2995.0,-267.0,2.0,0.0,0.4949615763457107,-329.0,0.0,180000.0,144000.0,9000.0,100154.0,33.30684931506849,1.0,0.0
133,0.0,-2899.0,-2722.0,2.0,1.0,0.2820783472350259,-524.0,0.0,675000.0,157500.0,21906.0,100155.0,32.723287671232875,1.0,0.0
134,0.0,-5411.0,-5376.0,3.0,0.0,0.5978227034457954,-2703.0,1.0,945000.0,157500.0,39127.5,100156.0,39.0,0.0,0.0
135,0.0,-1549.0,-4584.0,2.0,0.0,0.147684817245518,0.0,0.0,1755000.0,180000.0,61132.5,100157.0,44.07123287671233,1.0,0.0
136,0.0,-1821.0,-4800.0,2.0,0.0,0.6837025341222017,-2041.0,0.0,590337.0,180000.0,27486.0,100158.0,33.83013698630137,0.0,0.0
137,0.0,-4027.0,-1969.0,2.0,0.0,0.5712502464772474,-700.0,1.0,1515415.5,225000.0,41800.5,100159.0,40.12328767123287,0.0,0.0
138,1.0,-200.0,-114.0,2.0,1.0,0.6319612327366237,-106.0,0.0,675000.0,292500.0,36747.0,100160.0,45.66301369863014,1.0,1.0
139,0.0,-2599.0,-4325.0,2.0,1.0,0.2653117484731741,-306.0,1.0,370629.0,90000.0,13972.5,100161.0,44.43561643835616,0.0,0.0
140,0.0,-1213.0,-4488.0,3.0,0.0,0.5982432424547262,-1594.0,1.0,547344.0,112500.0,18216.0,100162.0,57.701369863013696,0.0,0.0
141,0.0,-5717.0,-3200.0,3.0,0.0,0.3909932576851988,-1691.0,1.0,550489.5,130500.0,19773.0,100163.0,54.02191780821918,1.0,1.0
142,0.0,-2630.0,-3852.0,3.0,0.0,0.6220298665860468,-845.0,1.0,407434.5,450000.0,43362.0,100164.0,44.1013698630137,0.0,1.0
143,0.0,-1213.0,-4379.0,2.0,0.0,0.6466885821859959,-396.0,1.0,1293502.5,175500.0,35568.0,100165.0,60.16712328767123,0.0,0.0
144,0.0,-1894.0,-4480.0,2.0,1.0,0.5248175794365513,-160.0,1.0,152820.0,58500.0,15241.5,100166.0,39.33972602739726,1.0,0.0
145,0.0,-1039.0,-652.0,2.0,1.0,0.5513078693516321,-1914.0,1.0,427500.0,180000.0,46170.0,100167.0,41.443835616438356,0.0,0.0
146,0.0,-2596.0,-3851.0,2.0,0.0,0.6363951652298555,-1166.0,1.0,781920.0,117000.0,26725.5,100173.0,31.87123287671233,1.0,1.0
147,0.0,-1997.0,-3681.0,1.0,0.0,0.7047931325938472,-307.0,1.0,225000.0,180000.0,11250.0,100174.0,39.99178082191781,1.0,0.0
148,0.0,-266.0,-4568.0,2.0,0.0,0.7636485619996934,-1683.0,1.0,1251072.0,202500.0,45067.5,100175.0,44.64657534246575,1.0,0.0
149,0.0,-4319.0,-1211.0,2.0,0.0,0.5852908069048889,-131.0,1.0,1078200.0,135000.0,31653.0,100176.0,48.443835616438356,1.0,0.0
150,0.0,-334.0,-4248.0,2.0,1.0,0.6036550365741279,-328.0,0.0,312682.5,112500.0,33309.0,100177.0,39.20821917808219,1.0,0.0
151,0.0,-1485.0,-2835.0,2.0,0.0,0.7651254360605889,-2085.0,1.0,679500.0,119250.0,28917.0,100178.0,52.83835616438356,1.0,1.0
152,0.0,-2311.0,-2009.0,2.0,0.0,0.6161564242321512,-1792.0,1.0,675000.0,202500.0,53329.5,100179.0,31.164383561643834,0.0,1.0
153,0.0,-4940.0,-5239.0,3.0,1.0,0.5098519541101603,-1020.0,1.0,1288350.0,315000.0,37800.0,100180.0,42.68767123287671,0.0,1.0
154,1.0,-7676.0,-1082.0,2.0,0.0,0.182171374180396,-216.0,1.0,245619.0,157500.0,12667.5,100181.0,48.04931506849315,1.0,0.0
155,0.0,-4758.0,-4360.0,3.0,0.0,0.7518692268821991,-1933.0,1.0,135000.0,112500.0,6750.0,100182.0,37.14520547945205,1.0,0.0
156,0.0,-1213.0,-4523.0,2.0,0.0,0.60043294901342,-1183.0,1.0,239850.0,103500.0,23494.5,100183.0,67.75068493150685,0.0,0.0
157,0.0,-1213.0,-3558.0,3.0,0.0,0.557347622511613,-1792.0,0.0,187704.0,58500.0,10903.5,100185.0,55.38356164383562,0.0,0.0
158,0.0,-1213.0,-4830.0,2.0,0.0,0.6413041903506802,-2025.0,1.0,269550.0,117000.0,13095.0,100186.0,59.893150684931506,0.0,0.0
159,0.0,-5785.0,-3602.0,2.0,1.0,0.7024628947445616,-573.0,1.0,1325475.0,225000.0,56290.5,100188.0,41.98082191780822,1.0,1.0
160,0.0,-1094.0,-339.0,3.0,1.0,0.0102716488262289,-581.0,1.0,263844.0,135000.0,14440.5,100189.0,46.04657534246575,1.0,0.0
161,0.0,-4472.0,-4529.0,2.0,0.0,0.5858586300023704,-1161.0,0.0,263686.5,162000.0,24781.5,100190.0,38.27945205479452,0.0,1.0
162,0.0,-8355.0,-4474.0,2.0,0.0,0.6887921778530354,-2576.0,1.0,544491.0,112500.0,17563.5,100191.0,59.778082191780825,1.0,1.0
163,1.0,-150.0,-646.0,2.0,1.0,0.0862529149111319,-122.0,1.0,225000.0,111915.0,21037.5,100192.0,21.887671232876713,0.0,0.0
164,0.0,-940.0,-1441.0,3.0,0.0,0.7488544429116339,-2553.0,1.0,296280.0,225000.0,15124.5,100193.0,48.983561643835614,0.0,0.0
165,0.0,-5258.0,-3884.0,3.0,0.0,0.1117667170159572,-215.0,1.0,315000.0,157500.0,15750.0,100194.0,35.082191780821915,1.0,1.0
166,0.0,-341.0,-2828.0,2.0,1.0,0.5477730476270279,-114.0,0.0,336150.0,90000.0,9373.5,100195.0,29.827397260273973,0.0,1.0
167,0.0,-2331.0,-824.0,3.0,0.0,0.593340422792271,-1606.0,1.0,755190.0,164250.0,32125.5,100196.0,31.693150684931506,1.0,1.0
168,0.0,-1148.0,-2588.0,2.0,0.0,0.4722858229404335,-2575.0,1.0,497520.0,157500.0,28692.0,100197.0,32.92876712328767,1.0,0.0
169,0.0,-1786.0,-3168.0,2.0,0.0,0.7489161279000881,0.0,0.0,531000.0,135000.0,32616.0,100198.0,35.93424657534246,1.0,0.0
